state,year,age_group,population
Nevada,1997,Retired,191643
Nevada,1998,Kids,730090
Nevada,1998,Adults,814045
Nevada,1998,Retired,199637
Nevada,1999,Kids,761830
Nevada,1999,Adults,840011
Nevada,1999,Retired,207412
New Hampshire,1990,Kids,493283
New Hampshire,1990,Adults,493322
New Hampshire,1990,Retired,125226
New Hampshire,1991,Kids,482692
New Hampshire,1991,Adults,496360
New Hampshire,1991,Retired,128003
New Hampshire,1992,Kids,477709
New Hampshire,1992,Adults,504519
New Hampshire,1992,Retired,130538
New Hampshire,1993,Kids,474420
New Hampshire,1993,Adults,514776
New Hampshire,1993,Retired,132995
New Hampshire,1994,Kids,472469
New Hampshire,1994,Adults,525170
New Hampshire,1994,Retired,135415
New Hampshire,1995,Kids,471189
New Hampshire,1995,Adults,536677
New Hampshire,1995,Retired,137738
New Hampshire,1996,Kids,471793
New Hampshire,1996,Adults,548747
New Hampshire,1996,Retired,140228
New Hampshire,1997,Kids,473991
New Hampshire,1997,Adults,557742
New Hampshire,1997,Retired,141506
New Hampshire,1998,Kids,478181
New Hampshire,1998,Adults,564510
New Hampshire,1998,Retired,143132
New Hampshire,1999,Kids,482510
New Hampshire,1999,Adults,574039
New Hampshire,1999,Retired,144585
New Jersey,1990,Kids,3269636
New Jersey,1990,Adults,3457693
New Jersey,1990,Retired,1029829
New Jersey,1991,Kids,3239020
New Jersey,1991,Adults,3500749
New Jersey,1991,Retired,1044500
New Jersey,1992,Kids,3221791
New Jersey,1992,Adults,3546975
New Jersey,1992,Retired,1059004
New Jersey,1993,Kids,3210347
New Jersey,1993,Adults,3592066
New Jersey,1993,Retired,1072478
New Jersey,1994,Kids,3199663
New Jersey,1994,Adults,3636572
New Jersey,1994,Retired,1082561
New Jersey,1995,Kids,3189867
New Jersey,1995,Adults,3683275
New Jersey,1995,Retired,1092381
New Jersey,1996,Kids,3178016
New Jersey,1996,Adults,3731643
New Jersey,1996,Retired,1099965
New Jersey,1997,Kids,3168638
New Jersey,1997,Adults,3783129
New Jersey,1997,Retired,1102411
New Jersey,1998,Kids,3166923
New Jersey,1998,Adults,3822591
New Jersey,1998,Retired,1106028
New Jersey,1999,Kids,3169043
New Jersey,1999,Adults,3866112
New Jersey,1999,Retired,1108257
New Mexico,1990,Kids,729353
New Mexico,1990,Adults,627332
New Mexico,1990,Retired,163248
New Mexico,1991,Kids,732158
New Mexico,1991,Adults,647115
New Mexico,1991,Retired,167842
New Mexico,1992,Kids,739460
New Mexico,1992,Adults,668835
New Mexico,1992,Retired,172455
New Mexico,1993,Kids,750301
New Mexico,1993,Adults,687401
New Mexico,1993,Retired,177235
New Mexico,1994,Kids,760021
New Mexico,1994,Adults,711741
New Mexico,1994,Retired,181567
New Mexico,1995,Kids,766971
New Mexico,1995,Adults,729801
New Mexico,1995,Retired,185645
New Mexico,1996,Kids,771339
New Mexico,1996,Adults,744946
New Mexico,1996,Retired,189866
New Mexico,1997,Kids,777169
New Mexico,1997,Adults,751900
New Mexico,1997,Retired,193870
New Mexico,1998,Kids,777270
New Mexico,1998,Adults,759217
New Mexico,1998,Retired,197048
New Mexico,1999,Kids,775017
New Mexico,1999,Adults,764853
New Mexico,1999,Retired,199974
New York,1990,Kids,7810625
New York,1990,Adults,7846088
New York,1990,Retired,2346142
New York,1991,Kids,7754546
New York,1991,Adults,7913893
New York,1991,Retired,2361093
New York,1992,Kids,7711305
New York,1992,Adults,7991280
New York,1992,Retired,2379447
New York,1993,Kids,7668640
New York,1993,Adults,8076595
New York,1993,Retired,2395659
New York,1994,Kids,7609135
New York,1994,Adults,8142393
New York,1994,Retired,2405124
New York,1995,Kids,7540930
New York,1995,Adults,8191134
New York,1995,Retired,2418864
New York,1996,Kids,7468629
New York,1996,Adults,8253396
New York,1996,Retired,2421780
New York,1997,Kids,7402784
New York,1997,Adults,8319151
New York,1997,Retired,2421249
New York,1998,Kids,7335061
New York,1998,Adults,8397458
New York,1998,Retired,2426656
New York,1999,Kids,7277215
New York,1999,Adults,8489754
New York,1999,Retired,2429632
North Carolina,1990,Kids,2982433
North Carolina,1990,Adults,2868520
North Carolina,1990,Retired,806034
North Carolina,1991,Kids,2982763
North Carolina,1991,Adults,2939111
North Carolina,1991,Retired,826261
North Carolina,1992,Kids,2991838
North Carolina,1992,Adults,2992959
North Carolina,1992,Retired,847053
North Carolina,1993,Kids,3014008
North Carolina,1993,Adults,3064504
North Carolina,1993,Retired,868900
North Carolina,1994,Kids,3036706
North Carolina,1994,Adults,3136639
North Carolina,1994,Retired,887614
North Carolina,1995,Kids,3065755
North Carolina,1995,Adults,3214073
North Carolina,1995,Retired,905575
North Carolina,1996,Kids,3099211
North Carolina,1996,Adults,3287774
North Carolina,1996,Retired,920673
North Carolina,1997,Kids,3138400
North Carolina,1997,Adults,3356485
North Carolina,1997,Retired,933787
North Carolina,1998,Kids,3170301
North Carolina,1998,Adults,3430632
North Carolina,1998,Retired,944895
North Carolina,1999,Kids,3188735
North Carolina,1999,Adults,3507188
North Carolina,1999,Retired,954866
North Dakota,1990,Kids,289429
North Dakota,1990,Adults,256821
North Dakota,1990,Retired,91114
North Dakota,1991,Kids,285599
North Dakota,1991,Adults,256716
North Dakota,1991,Retired,91884
North Dakota,1992,Kids,282853
North Dakota,1992,Adults,259996
North Dakota,1992,Retired,92578
North Dakota,1993,Kids,281116
North Dakota,1993,Adults,263061
North Dakota,1993,Retired,93052
North Dakota,1994,Kids,279922
North Dakota,1994,Adults,266541
North Dakota,1994,Retired,93299
North Dakota,1995,Kids,278615
North Dakota,1995,Adults,269300
North Dakota,1995,Retired,93633
North Dakota,1996,Kids,276900
North Dakota,1996,Adults,272509
North Dakota,1996,Retired,93449
North Dakota,1997,Kids,274437
North Dakota,1997,Adults,273807
North Dakota,1997,Retired,92701
North Dakota,1998,Kids,271612
North Dakota,1998,Adults,273602
North Dakota,1998,Retired,92594
North Dakota,1999,Kids,267831
North Dakota,1999,Adults,273452
North Dakota,1999,Retired,92383
OH,1970,Kids,5651095
OH,1970,Adults,4012884
OH,1970,Retired,993444
OH,1971,Kids,5708864
OH,1971,Adults,4014775
OH,1971,Retired,1011184
OH,1972,Kids,5706409
OH,1972,Adults,4016138
OH,1972,Retired,1024451
OH,1973,Kids,5685091
OH,1973,Adults,4043053
OH,1973,Retired,1039172
OH,1974,Kids,5665055
OH,1974,Adults,4047382
OH,1974,Retired,1053323
OH,1975,Kids,5648702
OH,1975,Adults,4046186
OH,1975,Retired,1075539
OH,1976,Kids,5616219
OH,1976,Adults,4041004
OH,1976,Retired,1095440
OH,1977,Kids,5547341
OH,1977,Adults,4110057
OH,1977,Retired,1113998
OH,1978,Kids,5498097
OH,1978,Adults,4166558
OH,1978,Retired,1130929
OH,1979,Kids,5442572
OH,1979,Adults,4202512
OH,1979,Retired,1153217
OH,1980,Kids,5407105
OH,1980,Adults,4217202
OH,1980,Retired,1176343
OH,1981,Kids,5347735
OH,1981,Adults,4242407
OH,1981,Retired,1198182
OH,1982,Kids,5274482
OH,1982,Adults,4258812
OH,1982,Retired,1223794
OH,1983,Kids,5210418
OH,1983,Adults,4277415
OH,1983,Retired,1249802
OH,1984,Kids,5154372
OH,1984,Adults,4313202
OH,1984,Retired,1270172
OH,1985,Kids,5087277
OH,1985,Adults,4357074
OH,1985,Retired,1290569
OH,1986,Kids,5014559
OH,1986,Adults,4402201
OH,1986,Retired,1313508
OH,1987,Kids,4952904
OH,1987,Adults,4466970
OH,1987,Retired,1340207
OH,1988,Kids,4903343
OH,1988,Adults,4533666
OH,1988,Retired,1361553
OH,1989,Kids,4856344
OH,1989,Adults,4587241
OH,1989,Retired,1385626
OK,1970,Kids,1301056
OK,1970,Adults,959718
OK,1970,Retired,298689
OK,1971,Kids,1339198
OK,1971,Adults,970893
OK,1971,Retired,308510
OK,1972,Kids,1361645
OK,1972,Adults,980222
OK,1972,Retired,316781
OK,1973,Kids,1379127
OK,1973,Adults,992175
OK,1973,Retired,324630
OK,1974,Kids,1397785
OK,1974,Adults,1005500
OK,1974,Retired,331481
OK,1975,Kids,1418002
OK,1975,Adults,1017344
OK,1975,Retired,339336
OK,1976,Kids,1445950
OK,1976,Adults,1032982
OK,1976,Retired,347882
OK,1977,Kids,1454096
OK,1977,Adults,1058809
OK,1977,Retired,357107
OK,1978,Kids,1468512
OK,1978,Adults,1084030
OK,1978,Retired,364794
OK,1979,Kids,1489370
OK,1979,Adults,1114096
OK,1979,Retired,371845
OK,1980,Kids,1515823
OK,1980,Adults,1147243
OK,1980,Retired,377692
OK,1981,Kids,1533750
OK,1981,Adults,1180254
OK,1981,Retired,382153
OK,1982,Kids,1577840
OK,1982,Adults,1241964
OK,1982,Retired,386320
OK,1983,Kids,1615247
OK,1983,Adults,1283962
OK,1983,Retired,391195
OK,1984,Kids,1599038
OK,1984,Adults,1291131
OK,1984,Retired,395359
OK,1985,Kids,1576687
OK,1985,Adults,1295062
OK,1985,Retired,399583
OK,1986,Kids,1546885
OK,1986,Adults,1301327
OK,1986,Retired,404519
OK,1987,Kids,1507975
OK,1987,Adults,1292554
OK,1987,Retired,409588
OK,1988,Kids,1464116
OK,1988,Adults,1289513
OK,1988,Retired,413429
OK,1989,Kids,1430599
OK,1989,Adults,1300631
OK,1989,Retired,419069
OR,1970,Kids,1075456
OR,1970,Adults,790385
OR,1970,Retired,225692
OR,1971,Kids,1111917
OR,1971,Adults,805441
OR,1971,Retired,233665
OR,1972,Kids,1137402
OR,1972,Adults,820017
OR,1972,Retired,239877
OR,1973,Kids,1156261
OR,1973,Adults,839404
OR,1973,Retired,246263
OR,1974,Kids,1175631
OR,1974,Adults,856342
OR,1974,Retired,253039
OR,1975,Kids,1196881
OR,1975,Adults,871612
OR,1975,Retired,261167
OR,1976,Kids,1221021
OR,1976,Adults,888206
OR,1976,Retired,269035
OR,1977,Kids,1242667
OR,1977,Adults,925155
OR,1977,Retired,278851
OR,1978,Kids,1270158
OR,1978,Adults,960250
OR,1978,Retired,287891
OR,1979,Kids,1296494
OR,1979,Adults,994136
OR,1979,Retired,297383
OR,1980,Kids,1307214
OR,1980,Adults,1028163
OR,1980,Retired,305841
OR,1981,Kids,1301118
OR,1981,Adults,1052530
OR,1981,Retired,314336
OR,1982,Kids,1277406
OR,1982,Adults,1064822
OR,1982,Retired,322694
OR,1983,Kids,1248250
OR,1983,Adults,1073074
OR,1983,Retired,331734
OR,1984,Kids,1230873
OR,1984,Adults,1095079
OR,1984,Retired,340640
OR,1985,Kids,1212505
OR,1985,Adults,1111882
OR,1985,Retired,348261
OR,1986,Kids,1196050
OR,1986,Adults,1130316
OR,1986,Retired,357165
OR,1987,Kids,1182414
OR,1987,Adults,1152359
OR,1987,Retired,366226
OR,1988,Kids,1181988
OR,1988,Adults,1185079
OR,1988,Retired,374240
OR,1989,Kids,1191861
OR,1989,Adults,1215418
OR,1989,Retired,383289
Ohio,1990,Kids,4786695
Ohio,1990,Adults,4665827
Ohio,1990,Retired,1409315
Ohio,1991,Kids,4767698
Ohio,1991,Adults,4734218
Ohio,1991,Retired,1431767
Ohio,1992,Kids,4753264
Ohio,1992,Adults,4801974
Ohio,1992,Retired,1452371
Ohio,1993,Kids,4734595
Ohio,1993,Adults,4863633
Ohio,1993,Retired,1472157
Ohio,1994,Kids,4711920
Ohio,1994,Adults,4915735
Ohio,1994,Retired,1483796
Ohio,1995,Kids,4690247
Ohio,1995,Adults,4968782
Ohio,1995,Retired,1496464
Ohio,1996,Kids,4675127
Ohio,1996,Adults,5009856
Ohio,1996,Retired,1502049
Ohio,1997,Kids,4671585
Ohio,1997,Adults,5038423
Ohio,1997,Retired,1502490
Ohio,1998,Kids,4663295
Ohio,1998,Adults,5071232
Ohio,1998,Retired,1503225
Ohio,1999,Kids,4650262
Ohio,1999,Adults,5105256
Ohio,1999,Retired,1501136
Oklahoma,1990,Kids,1409524
Oklahoma,1990,Adults,1313171
Oklahoma,1990,Retired,424410
Oklahoma,1991,Kids,1404172
Oklahoma,1991,Adults,1333356
Oklahoma,1991,Retired,428943
Oklahoma,1992,Kids,1409650
Oklahoma,1992,Adults,1360734
Oklahoma,1992,Retired,433790
Oklahoma,1993,Kids,1410124
Oklahoma,1993,Adults,1380754
Oklahoma,1993,Retired,437951
Oklahoma,1994,Kids,1409405
Oklahoma,1994,Adults,1396121
Oklahoma,1994,Retired,440593
Oklahoma,1995,Kids,1412848
Oklahoma,1995,Adults,1408393
Oklahoma,1995,Retired,444306
Oklahoma,1996,Kids,1417805
Oklahoma,1996,Adults,1425507
Oklahoma,1996,Retired,446322
Oklahoma,1997,Kids,1426421
Oklahoma,1997,Adults,1440475
Oklahoma,1997,Retired,447363
Oklahoma,1998,Kids,1435164
Oklahoma,1998,Adults,1455991
Oklahoma,1998,Retired,448323
Oklahoma,1999,Kids,1438192
Oklahoma,1999,Adults,1471154
Oklahoma,1999,Retired,448698
Oregon,1990,Kids,1219989
Oregon,1990,Adults,1246243
Oregon,1990,Retired,392315
Oregon,1991,Kids,1226956
Oregon,1991,Adults,1291157
Oregon,1991,Retired,400632
Oregon,1992,Kids,1239086
Oregon,1992,Adults,1325721
Oregon,1992,Retired,409127
Oregon,1993,Kids,1249607
Oregon,1993,Adults,1368935
Oregon,1993,Retired,415948
Oregon,1994,Kids,1264110
Oregon,1994,Adults,1401674
Oregon,1994,Retired,421358
Oregon,1995,Kids,1281340
Oregon,1995,Adults,1433857
Oregon,1995,Retired,426224
Oregon,1996,Kids,1297361
Oregon,1996,Adults,1468109
Oregon,1996,Retired,429617
Oregon,1997,Kids,1316938
Oregon,1997,Adults,1495152
Oregon,1997,Retired,431164
Oregon,1998,Kids,1332534
Oregon,1998,Adults,1516150
Oregon,1998,Retired,433371
Oregon,1999,Kids,1343589
Oregon,1999,Adults,1537466
Oregon,1999,Retired,435099
PA,1970,Kids,5818465
PA,1970,Adults,4715322
PA,1970,Retired,1266979
PA,1971,Kids,5895668
PA,1971,Adults,4700284
PA,1971,Retired,1290450
PA,1972,Kids,5910598
PA,1972,Adults,4688532
PA,1972,Retired,1309106
PA,1973,Kids,5871576
PA,1973,Adults,4686546
PA,1973,Retired,1332407
PA,1974,Kids,5842120
PA,1974,Adults,4671586
PA,1974,Retired,1357182
PA,1975,Kids,5845920
PA,1975,Adults,4671795
PA,1975,Retired,1388382
PA,1976,Kids,5821983
PA,1976,Adults,4659440
PA,1976,Retired,1415959
PA,1977,Kids,5740618
PA,1977,Adults,4707020
PA,1977,Retired,1445957
PA,1978,Kids,5669890
PA,1978,Adults,4734481
PA,1978,Retired,1475028
PA,1979,Kids,5611760
PA,1979,Adults,4767743
PA,1979,Retired,1508476
PA,1980,Kids,5563721
PA,1980,Adults,4764648
PA,1980,Retired,1539936
PA,1981,Kids,5512104
PA,1981,Adults,4777669
PA,1981,Retired,1568798
PA,1982,Kids,5451209
PA,1982,Adults,4790868
PA,1982,Retired,1603071
PA,1983,Kids,5393189
PA,1983,Adults,4808154
PA,1983,Retired,1636385
PA,1984,Kids,5321471
PA,1984,Adults,4830457
PA,1984,Retired,1663243
PA,1985,Kids,5235291
PA,1985,Adults,4841828
PA,1985,Retired,1693736
PA,1986,Kids,5180443
PA,1986,Adults,4879652
PA,1986,Retired,1722650
PA,1987,Kids,5122337
PA,1987,Adults,4933952
PA,1987,Retired,1754575
PA,1988,Kids,5069300
PA,1988,Adults,4999729
PA,1988,Retired,1776724
PA,1989,Kids,5005884
PA,1989,Adults,5057135
PA,1989,Retired,1802989
Pennsylvania,1990,Kids,4943184
Pennsylvania,1990,Adults,5122828
Pennsylvania,1990,Retired,1829592
Pennsylvania,1991,Kids,4908659
Pennsylvania,1991,Adults,5181442
Pennsylvania,1991,Retired,1853059
Pennsylvania,1992,Kids,4879806
Pennsylvania,1992,Adults,5226325
Pennsylvania,1992,Retired,1874688
Pennsylvania,1993,Kids,4856557
Pennsylvania,1993,Adults,5270555
Pennsylvania,1993,Retired,1895016
Pennsylvania,1994,Kids,4821611
Pennsylvania,1994,Adults,5317944
Pennsylvania,1994,Retired,1902990
Pennsylvania,1995,Kids,4779131
Pennsylvania,1995,Adults,5353570
Pennsylvania,1995,Retired,1912079
Pennsylvania,1996,Kids,4733034
Pennsylvania,1996,Adults,5389815
Pennsylvania,1996,Retired,1915159
Pennsylvania,1997,Kids,4696495
Pennsylvania,1997,Adults,5409687
Pennsylvania,1997,Retired,1909706
Pennsylvania,1998,Kids,4659930
Pennsylvania,1998,Adults,5437072
Pennsylvania,1998,Retired,1905327
Pennsylvania,1999,Kids,4618521
Pennsylvania,1999,Adults,5476559
Pennsylvania,1999,Retired,1898936
RI,1970,Kids,484940
RI,1970,Adults,360947
RI,1970,Retired,103836
RI,1971,Kids,493359
RI,1971,Adults,364076
RI,1971,Retired,105671
RI,1972,Kids,499161
RI,1972,Adults,368187
RI,1972,Retired,107443
RI,1973,Kids,496554
RI,1973,Adults,369513
RI,1973,Retired,109671
RI,1974,Kids,477064
RI,1974,Adults,361662
RI,1974,Retired,111887
RI,1975,Kids,469871
RI,1975,Adults,358111
RI,1975,Retired,114806
RI,1976,Kids,469447
RI,1976,Adults,359331
RI,1976,Retired,117309
RI,1977,Kids,464475
RI,1977,Adults,365788
RI,1977,Retired,119968
RI,1978,Kids,459168
RI,1978,Adults,370051
RI,1978,Retired,122597
RI,1979,Kids,452207
RI,1979,Adults,372971
RI,1979,Retired,125203
RI,1980,Kids,448957
RI,1980,Adults,372215
RI,1980,Retired,127601
RI,1981,Kids,448401
RI,1981,Adults,374862
RI,1981,Retired,129744
RI,1982,Kids,446130
RI,1982,Adults,375547
RI,1982,Retired,132499
RI,1983,Kids,443936
RI,1983,Adults,377183
RI,1983,Retired,135257
RI,1984,Kids,442389
RI,1984,Adults,382118
RI,1984,Retired,137394
RI,1985,Kids,442108
RI,1985,Adults,387223
RI,1985,Retired,139619
RI,1986,Kids,442160
RI,1986,Adults,393017
RI,1986,Retired,142166
RI,1987,Kids,443576
RI,1987,Adults,401527
RI,1987,Retired,144500
RI,1988,Kids,441471
RI,1988,Adults,408845
RI,1988,Retired,146101
RI,1989,Kids,437109
RI,1989,Adults,415332
RI,1989,Retired,148224
Rhode Island,1990,Kids,432353
Rhode Island,1990,Adults,421992
Rhode Island,1990,Retired,150304
Rhode Island,1991,Kids,428015
Rhode Island,1991,Adults,424344
Rhode Island,1991,Retired,151631
Rhode Island,1992,Kids,421998
Rhode Island,1992,Adults,425326
Rhode Island,1992,Retired,153247
Rhode Island,1993,Kids,417964
Rhode Island,1993,Adults,425549
Rhode Island,1993,Retired,154339
Rhode Island,1994,Kids,411587
Rhode Island,1994,Adults,426972
Rhode Island,1994,Retired,154853
Rhode Island,1995,Kids,406141
Rhode Island,1995,Adults,427587
Rhode Island,1995,Retired,155475
Rhode Island,1996,Kids,401226
Rhode Island,1996,Adults,430733
Rhode Island,1996,Retired,155899
Rhode Island,1997,Kids,398423
Rhode Island,1997,Adults,433413
Rhode Island,1997,Retired,155130
Rhode Island,1998,Kids,394765
Rhode Island,1998,Adults,438091
Rhode Island,1998,Retired,154848
Rhode Island,1999,Kids,393958
Rhode Island,1999,Adults,442513
Rhode Island,1999,Retired,154348
SC,1970,Kids,1482504
SC,1970,Adults,918357
SC,1970,Retired,189852
SC,1971,Kids,1522830
SC,1971,Adults,939842
SC,1971,Retired,199598
SC,1972,Kids,1551013
SC,1972,Adults,961411
SC,1972,Retired,206773
SC,1973,Kids,1573423
SC,1973,Adults,988164
SC,1973,Retired,215019
SC,1974,Kids,1604968
SC,1974,Adults,1015084
SC,1974,Retired,224695
SC,1975,Kids,1627826
SC,1975,Adults,1037947
SC,1975,Retired,236255
SC,1976,Kids,1642990
SC,1976,Adults,1054622
SC,1976,Retired,246043
SC,1977,Kids,1646309
SC,1977,Adults,1088258
SC,1977,Retired,257116
SC,1978,Kids,1654955
SC,1978,Adults,1120838
SC,1978,Retired,268572
SC,1979,Kids,1659538
SC,1979,Adults,1150848
SC,1979,Retired,279880
SC,1980,Kids,1666198
SC,1980,Adults,1178390
SC,1980,Retired,289914
SC,1981,Kids,1673284
SC,1981,Adults,1206734
SC,1981,Retired,299217
SC,1982,Kids,1668703
SC,1982,Adults,1229087
SC,1982,Retired,309828
SC,1983,Kids,1663262
SC,1983,Adults,1251322
SC,1983,Retired,319490
SC,1984,Kids,1662320
SC,1984,Adults,1279595
SC,1984,Retired,329946
SC,1985,Kids,1653170
SC,1985,Adults,1309083
SC,1985,Retired,340955
SC,1986,Kids,1653954
SC,1986,Adults,1336681
SC,1986,Retired,352134
SC,1987,Kids,1647241
SC,1987,Adults,1369008
SC,1987,Retired,364257
SC,1988,Kids,1638630
SC,1988,Adults,1398807
SC,1988,Retired,374654
SC,1989,Kids,1637247
SC,1989,Adults,1433600
SC,1989,Retired,385923
SD,1970,Kids,352114
SD,1970,Adults,233869
SD,1970,Retired,80274
SD,1971,Kids,356487
SD,1971,Adults,233156
SD,1971,Retired,81652
SD,1972,Kids,360386
SD,1972,Adults,234550
SD,1972,Retired,82296
SD,1973,Kids,360167
SD,1973,Adults,235273
SD,1973,Retired,83275
SD,1974,Kids,360076
SD,1974,Adults,235235
SD,1974,Retired,84275
SD,1975,Kids,360706
SD,1975,Adults,234794
SD,1975,Retired,85540
SD,1976,Kids,363847
SD,1976,Adults,235912
SD,1976,Retired,86630
SD,1977,Kids,361982
SD,1977,Adults,238413
SD,1977,Retired,88085
SD,1978,Kids,359110
SD,1978,Adults,240352
SD,1978,Retired,89118
SD,1979,Kids,355637
SD,1979,Adults,242453
SD,1979,Retired,90244
SD,1980,Kids,357252
SD,1980,Adults,242133
SD,1980,Retired,91466
SD,1981,Kids,353468
SD,1981,Adults,243323
SD,1981,Retired,92778
SD,1982,Kids,351296
SD,1982,Adults,245345
SD,1982,Retired,93974
SD,1983,Kids,349267
SD,1983,Adults,248706
SD,1983,Retired,95012
SD,1984,Kids,348027
SD,1984,Adults,253171
SD,1984,Retired,96041
SD,1985,Kids,344884
SD,1985,Adults,256415
SD,1985,Retired,97101
SD,1986,Kids,339468
SD,1986,Adults,258397
SD,1986,Retired,98115
SD,1987,Kids,334473
SD,1987,Adults,262463
SD,1987,Retired,99106
SD,1988,Kids,330606
SD,1988,Adults,267025
SD,1988,Retired,100517
SD,1989,Kids,325339
SD,1989,Adults,269883
SD,1989,Retired,101469
South Carolina,1990,Kids,1626892
South Carolina,1990,Adults,1475385
South Carolina,1990,Retired,396787
South Carolina,1991,Kids,1633119
South Carolina,1991,Adults,1519846
South Carolina,1991,Retired,406505
South Carolina,1992,Kids,1630459
South Carolina,1992,Adults,1553240
South Carolina,1992,Retired,416877
South Carolina,1993,Kids,1622599
South Carolina,1993,Adults,1585194
South Carolina,1993,Retired,426714
South Carolina,1994,Kids,1615986
South Carolina,1994,Adults,1615153
South Carolina,1994,Retired,435317
South Carolina,1995,Kids,1609110
South Carolina,1995,Adults,1647186
South Carolina,1995,Retired,443647
South Carolina,1996,Kids,1611543
South Carolina,1996,Adults,1675073
South Carolina,1996,Retired,452358
South Carolina,1997,Kids,1620515
South Carolina,1997,Adults,1708577
South Carolina,1997,Retired,460974
South Carolina,1998,Kids,1624712
South Carolina,1998,Adults,1747377
South Carolina,1998,Retired,467489
South Carolina,1999,Kids,1627277
South Carolina,1999,Adults,1785088
South Carolina,1999,Retired,473371
South Dakota,1990,Kids,319921
South Dakota,1990,Adults,274355
South Dakota,1990,Retired,102391
South Dakota,1991,Kids,319407
South Dakota,1991,Adults,278968
South Dakota,1991,Retired,103070
South Dakota,1992,Kids,321452
South Dakota,1992,Adults,283470
South Dakota,1992,Retired,103776
South Dakota,1993,Kids,321899
South Dakota,1993,Adults,289844
South Dakota,1993,Retired,104515
South Dakota,1994,Kids,321789
South Dakota,1994,Adults,296149
South Dakota,1994,Retired,105100
South Dakota,1995,Kids,321755
South Dakota,1995,Adults,300976
South Dakota,1995,Retired,105520
South Dakota,1996,Kids,320134
South Dakota,1996,Adults,304853
South Dakota,1996,Retired,105712
South Dakota,1997,Kids,320108
South Dakota,1997,Adults,305081
South Dakota,1997,Retired,105666
South Dakota,1998,Kids,319580
South Dakota,1998,Adults,305590
South Dakota,1998,Retired,105619
South Dakota,1999,Kids,318816
South Dakota,1999,Adults,308875
South Dakota,1999,Retired,105442
TN,1970,Kids,2062320
TN,1970,Adults,1481569
TN,1970,Retired,382129
TN,1971,Kids,2115120
TN,1971,Adults,1501526
TN,1971,Retired,396962
TN,1972,Kids,2158844
TN,1972,Adults,1530828
TN,1972,Retired,404937
TN,1973,Kids,2175006
TN,1973,Adults,1551824
TN,1973,Retired,420571
TN,1974,Kids,2202178
TN,1974,Adults,1576828
TN,1974,Retired,434501
TN,1975,Kids,2227138
TN,1975,Adults,1598719
TN,1975,Retired,449709
TN,1976,Kids,2257571
TN,1976,Adults,1625961
TN,1976,Retired,463397
TN,1977,Kids,2268015
TN,1977,Adults,1676736
TN,1977,Retired,478170
TN,1978,Kids,2284270
TN,1978,Adults,1708844
TN,1978,Retired,493199
TN,1979,Kids,2290042
TN,1979,Adults,1762340
TN,1979,Retired,508092
TN,1980,Kids,2288645
TN,1980,Adults,1791234
TN,1980,Retired,520373
TN,1981,Kids,2281898
TN,1981,Adults,1816430
TN,1981,Retired,529339
TN,1982,Kids,2266866
TN,1982,Adults,1839205
TN,1982,Retired,539972
TN,1983,Kids,2246782
TN,1983,Adults,1862697
TN,1983,Retired,550276
TN,1984,Kids,2231841
TN,1984,Adults,1895498
TN,1984,Retired,559401
TN,1985,Kids,2214271
TN,1985,Adults,1931439
TN,1985,Retired,569577
TN,1986,Kids,2195599
TN,1986,Adults,1963039
TN,1986,Retired,580075
TN,1987,Kids,2183659
TN,1987,Adults,2008534
TN,1987,Retired,590737
TN,1988,Kids,2178571
TN,1988,Adults,2044174
TN,1988,Retired,599692
TN,1989,Kids,2166080
TN,1989,Adults,2079041
TN,1989,Retired,609340
TX,1970,Kids,6146183
TX,1970,Adults,4064839
TX,1970,Retired,987633
TX,1971,Kids,6342953
TX,1971,Adults,4135169
TX,1971,Retired,1031726
TX,1972,Kids,6486870
TX,1972,Adults,4204670
TX,1972,Retired,1067610
TX,1973,Kids,6615633
TX,1973,Adults,4300794
TX,1973,Retired,1103118
TX,1974,Kids,6736465
TX,1974,Adults,4391744
TX,1974,Retired,1140423
TX,1975,Kids,6889983
TX,1975,Adults,4495880
TX,1975,Retired,1182982
TX,1976,Kids,7070748
TX,1976,Adults,4611194
TX,1976,Retired,1222150
TX,1977,Kids,7159436
TX,1977,Adults,4770186
TX,1977,Retired,1263433
TX,1978,Kids,7280918
TX,1978,Adults,4915233
TX,1978,Retired,1304280
TX,1979,Kids,7449400
TX,1979,Adults,5093016
TX,1979,Retired,1345957
TX,1980,Kids,7645578
TX,1980,Adults,5313348
TX,1980,Retired,1379282
TX,1981,Kids,7817073
TX,1981,Adults,5523572
TX,1981,Retired,1405668
TX,1982,Kids,8079284
TX,1982,Adults,5818220
TX,1982,Retired,1433906
TX,1983,Kids,8225061
TX,1983,Adults,6060057
TX,1983,Retired,1466560
TX,1984,Kids,8283193
TX,1984,Adults,6230084
TX,1984,Retired,1493800
TX,1985,Kids,8344852
TX,1985,Adults,6401099
TX,1985,Retired,1526784
TX,1986,Kids,8418055
TX,1986,Adults,6579345
TX,1986,Retired,1563712
TX,1987,Kids,8357186
TX,1987,Adults,6660970
TX,1987,Retired,1603643
TX,1988,Kids,8292805
TX,1988,Adults,6734603
TX,1988,Retired,1639617
TX,1989,Kids,8249109
TX,1989,Adults,6878003
TX,1989,Retired,1679622
Tennessee,1990,Kids,2152005
Tennessee,1990,Adults,2119647
Tennessee,1990,Retired,618974
Tennessee,1991,Kids,2150934
Tennessee,1991,Adults,2167581
Tennessee,1991,Retired,628371
