state,year,age_group,population
MN,1977,Adults,1428145
MN,1977,Retired,458459
MN,1978,Kids,2095996
MN,1978,Adults,1453380
MN,1978,Retired,465965
MN,1979,Kids,2094923
MN,1979,Adults,1481863
MN,1979,Retired,473531
MN,1980,Kids,2094133
MN,1980,Adults,1508527
MN,1980,Retired,482357
MN,1981,Kids,2085548
MN,1981,Adults,1535205
MN,1981,Retired,490921
MN,1982,Kids,2073267
MN,1982,Adults,1559352
MN,1982,Retired,498825
MN,1983,Kids,2054624
MN,1983,Adults,1580468
MN,1983,Retired,506346
MN,1984,Kids,2035519
MN,1984,Adults,1609436
MN,1984,Retired,512743
MN,1985,Kids,2023142
MN,1985,Adults,1643886
MN,1985,Retired,517258
MN,1986,Kids,2006014
MN,1986,Adults,1676078
MN,1986,Retired,523116
MN,1987,Kids,1991712
MN,1987,Adults,1713508
MN,1987,Retired,529920
MN,1988,Kids,1996163
MN,1988,Adults,1764216
MN,1988,Retired,535783
MN,1989,Kids,1993019
MN,1989,Adults,1803228
MN,1989,Retired,541798
MO,1970,Kids,2375186
MO,1970,Adults,1744056
MO,1970,Retired,558381
MO,1971,Kids,2411005
MO,1971,Adults,1745591
MO,1971,Retired,569170
MO,1972,Kids,2426822
MO,1972,Adults,1754640
MO,1972,Retired,577318
MO,1973,Kids,2429664
MO,1973,Adults,1767119
MO,1973,Retired,585861
MO,1974,Kids,2429507
MO,1974,Adults,1772048
MO,1974,Retired,594378
MO,1975,Kids,2429948
MO,1975,Adults,1773729
MO,1975,Retired,604631
MO,1976,Kids,2439906
MO,1976,Adults,1783409
MO,1976,Retired,615713
MO,1977,Kids,2423303
MO,1977,Adults,1813955
MO,1977,Retired,625917
MO,1978,Kids,2414384
MO,1978,Adults,1842066
MO,1978,Retired,632950
MO,1979,Kids,2405780
MO,1979,Adults,1864966
MO,1979,Retired,641682
MO,1980,Kids,2397577
MO,1980,Adults,1873939
MO,1980,Retired,650450
MO,1981,Kids,2388755
MO,1981,Adults,1886818
MO,1981,Retired,656506
MO,1982,Kids,2368609
MO,1982,Adults,1896914
MO,1982,Retired,663919
MO,1983,Kids,2351134
MO,1983,Adults,1921872
MO,1983,Retired,670721
MO,1984,Kids,2346577
MO,1984,Adults,1952492
MO,1984,Retired,676214
MO,1985,Kids,2336211
MO,1985,Adults,1982795
MO,1985,Retired,681248
MO,1986,Kids,2321009
MO,1986,Adults,2014004
MO,1986,Retired,688055
MO,1987,Kids,2307068
MO,1987,Adults,2053670
MO,1987,Retired,695957
MO,1988,Kids,2291400
MO,1988,Adults,2088724
MO,1988,Retired,701606
MO,1989,Kids,2269626
MO,1989,Adults,2116340
MO,1989,Retired,709853
MS,1970,Kids,1235070
MS,1970,Adults,760785
MS,1970,Retired,221139
MS,1971,Kids,1267357
MS,1971,Adults,768135
MS,1971,Retired,229942
MS,1972,Kids,1291349
MS,1972,Adults,777862
MS,1972,Retired,237905
MS,1973,Kids,1312845
MS,1973,Adults,792699
MS,1973,Retired,244003
MS,1974,Kids,1324581
MS,1974,Adults,802664
MS,1974,Retired,251026
MS,1975,Kids,1333148
MS,1975,Adults,807439
MS,1975,Retired,258862
MS,1976,Kids,1346322
MS,1976,Adults,817361
MS,1976,Retired,266071
MS,1977,Kids,1349509
MS,1977,Adults,837627
MS,1977,Retired,272066
MS,1978,Kids,1353513
MS,1978,Adults,855511
MS,1978,Retired,278793
MS,1979,Kids,1349924
MS,1979,Adults,871962
MS,1979,Retired,285181
MS,1980,Kids,1351551
MS,1980,Adults,883387
MS,1980,Retired,290404
MS,1981,Kids,1351246
MS,1981,Adults,894324
MS,1981,Retired,293481
MS,1982,Kids,1351882
MS,1982,Adults,907593
MS,1982,Retired,297293
MS,1983,Kids,1348992
MS,1983,Adults,918590
MS,1983,Retired,300148
MS,1984,Kids,1344190
MS,1984,Adults,930515
MS,1984,Retired,303353
MS,1985,Kids,1338230
MS,1985,Adults,943373
MS,1985,Retired,306494
MS,1986,Kids,1326201
MS,1986,Adults,957750
MS,1986,Retired,309645
MS,1987,Kids,1304038
MS,1987,Adults,971464
MS,1987,Retired,313037
MS,1988,Kids,1279872
MS,1988,Adults,984834
MS,1988,Retired,315647
MS,1989,Kids,1256895
MS,1989,Adults,999403
MS,1989,Retired,317975
MT,1970,Kids,372156
MT,1970,Adults,253774
MT,1970,Retired,68479
MT,1971,Kids,382419
MT,1971,Adults,258581
MT,1971,Retired,69817
MT,1972,Kids,386783
MT,1972,Adults,261197
MT,1972,Retired,70752
MT,1973,Kids,389597
MT,1973,Adults,265208
MT,1973,Retired,71993
MT,1974,Kids,393792
MT,1974,Adults,269112
MT,1974,Retired,73517
MT,1975,Kids,399549
MT,1975,Adults,273329
MT,1975,Retired,75332
MT,1976,Kids,404062
MT,1976,Adults,275934
MT,1976,Retired,77323
MT,1977,Kids,407132
MT,1977,Adults,283338
MT,1977,Retired,79484
MT,1978,Kids,410510
MT,1978,Adults,290464
MT,1978,Retired,81342
MT,1979,Kids,409587
MT,1979,Adults,294529
MT,1979,Retired,83192
MT,1980,Kids,407358
MT,1980,Adults,296155
MT,1980,Retired,85239
MT,1981,Kids,405282
MT,1981,Adults,302502
MT,1981,Retired,87533
MT,1982,Kids,404066
MT,1982,Adults,309723
MT,1982,Retired,90201
MT,1983,Kids,402836
MT,1983,Adults,318285
MT,1983,Retired,92907
MT,1984,Kids,400338
MT,1984,Adults,325365
MT,1984,Retired,95190
MT,1985,Kids,395299
MT,1985,Adults,330010
MT,1985,Retired,96996
MT,1986,Kids,383549
MT,1986,Adults,331208
MT,1986,Retired,98991
MT,1987,Kids,371844
MT,1987,Adults,332288
MT,1987,Retired,100932
MT,1988,Kids,362079
MT,1988,Adults,335019
MT,1988,Retired,103096
MT,1989,Kids,355183
MT,1989,Adults,339539
MT,1989,Retired,104920
Maine,1990,Kids,530604
Maine,1990,Adults,537204
Maine,1990,Retired,163488
Maine,1991,Kids,524326
Maine,1991,Adults,545425
Maine,1991,Retired,165688
Maine,1992,Kids,515430
Maine,1992,Adults,552072
Maine,1992,Retired,168246
Maine,1993,Kids,508771
Maine,1993,Adults,559207
Maine,1993,Retired,170278
Maine,1994,Kids,501340
Maine,1994,Adults,564783
Maine,1994,Retired,171564
Maine,1995,Kids,493862
Maine,1995,Adults,570803
Maine,1995,Retired,172773
Maine,1996,Kids,489777
Maine,1996,Adults,578252
Maine,1996,Retired,173407
Maine,1997,Kids,485193
Maine,1997,Adults,585535
Maine,1997,Retired,174487
Maine,1998,Kids,481690
Maine,1998,Adults,590881
Maine,1998,Retired,174983
Maine,1999,Kids,479171
Maine,1999,Adults,598512
Maine,1999,Retired,175357
Maryland,1990,Kids,2130644
Maryland,1990,Adults,2148856
Maryland,1990,Retired,517931
Maryland,1991,Kids,2124665
Maryland,1991,Adults,2202740
Maryland,1991,Retired,528771
Maryland,1992,Kids,2112630
Maryland,1992,Adults,2249564
Maryland,1992,Retired,540351
Maryland,1993,Kids,2101430
Maryland,1993,Adults,2289002
Maryland,1993,Retired,552072
Maryland,1994,Kids,2086246
Maryland,1994,Adults,2337640
Maryland,1994,Retired,561525
Maryland,1995,Kids,2076561
Maryland,1995,Adults,2376801
Maryland,1995,Retired,570288
Maryland,1996,Kids,2060648
Maryland,1996,Adults,2418114
Maryland,1996,Retired,578380
Maryland,1997,Kids,2062310
Maryland,1997,Adults,2445710
Maryland,1997,Retired,584894
Maryland,1998,Kids,2071875
Maryland,1998,Adults,2466924
Maryland,1998,Retired,591273
Maryland,1999,Kids,2088778
Maryland,1999,Adults,2485895
Maryland,1999,Retired,596961
Massachusetts,1990,Kids,2619643
Massachusetts,1990,Adults,2581556
Massachusetts,1990,Retired,817465
Massachusetts,1991,Kids,2579838
Massachusetts,1991,Adults,2588533
Massachusetts,1991,Retired,830281
Massachusetts,1992,Kids,2539056
Massachusetts,1992,Adults,2615134
Massachusetts,1992,Retired,839284
Massachusetts,1993,Kids,2515516
Massachusetts,1993,Adults,2645812
Massachusetts,1993,Retired,849556
Massachusetts,1994,Kids,2489938
Massachusetts,1994,Adults,2688059
Massachusetts,1994,Retired,853355
Massachusetts,1995,Kids,2468442
Massachusetts,1995,Adults,2736338
Massachusetts,1995,Retired,857555
Massachusetts,1996,Kids,2448202
Massachusetts,1996,Adults,2776525
Massachusetts,1996,Retired,860666
Massachusetts,1997,Kids,2432532
Massachusetts,1997,Adults,2821847
Massachusetts,1997,Retired,861097
Massachusetts,1998,Kids,2422630
Massachusetts,1998,Adults,2860838
Massachusetts,1998,Retired,860939
Massachusetts,1999,Kids,2413697
Massachusetts,1999,Adults,2901741
Massachusetts,1999,Retired,859731
Michigan,1990,Kids,4226335
Michigan,1990,Adults,3974442
Michigan,1990,Retired,1109685
Michigan,1991,Kids,4213167
Michigan,1991,Adults,4050058
Michigan,1991,Retired,1131797
Michigan,1992,Kids,4190197
Michigan,1992,Adults,4126824
Michigan,1992,Retired,1153302
Michigan,1993,Kids,4172481
Michigan,1993,Adults,4184030
Michigan,1993,Retired,1172729
Michigan,1994,Kids,4148503
Michigan,1994,Adults,4248507
Michigan,1994,Retired,1187471
Michigan,1995,Kids,4146677
Michigan,1995,Adults,4310269
Michigan,1995,Retired,1202925
Michigan,1996,Kids,4147686
Michigan,1996,Adults,4377506
Michigan,1996,Retired,1213992
Michigan,1997,Kids,4144895
Michigan,1997,Adults,4422000
Michigan,1997,Retired,1218555
Michigan,1998,Kids,4138956
Michigan,1998,Adults,4459531
Michigan,1998,Retired,1221744
Michigan,1999,Kids,4139345
Michigan,1999,Adults,4500870
Michigan,1999,Retired,1223560
Minnesota,1990,Kids,1995987
Minnesota,1990,Adults,1843331
Minnesota,1990,Retired,547965
Minnesota,1991,Kids,1983596
Minnesota,1991,Adults,1889797
Minnesota,1991,Retired,554036
Minnesota,1992,Kids,1978334
Minnesota,1992,Adults,1932885
Minnesota,1992,Retired,560284
Minnesota,1993,Kids,1974661
Minnesota,1993,Adults,1980776
Minnesota,1993,Retired,566272
Minnesota,1994,Kids,1970738
Minnesota,1994,Adults,2024164
Minnesota,1994,Retired,571126
Minnesota,1995,Kids,1968664
Minnesota,1995,Adults,2061210
Minnesota,1995,Retired,575571
Minnesota,1996,Kids,1973491
Minnesota,1996,Adults,2095478
Minnesota,1996,Retired,578754
Minnesota,1997,Kids,1985826
Minnesota,1997,Adults,2120921
Minnesota,1997,Retired,580979
Minnesota,1998,Kids,2002389
Minnesota,1998,Adults,2140513
Minnesota,1998,Retired,583509
Minnesota,1999,Kids,2020449
Minnesota,1999,Adults,2169665
Minnesota,1999,Retired,585394
Mississippi,1990,Kids,1229963
Mississippi,1990,Adults,1027317
Mississippi,1990,Retired,320146
Mississippi,1991,Kids,1227861
Mississippi,1991,Adults,1040270
Mississippi,1991,Retired,323099
Mississippi,1992,Kids,1231223
Mississippi,1992,Adults,1052691
Mississippi,1992,Retired,326279
Mississippi,1993,Kids,1235199
Mississippi,1993,Adults,1071191
Mississippi,1993,Retired,329184
Mississippi,1994,Kids,1240633
Mississippi,1994,Adults,1092016
Mississippi,1994,Retired,330801
Mississippi,1995,Kids,1245266
Mississippi,1995,Adults,1112499
Mississippi,1995,Retired,333023
Mississippi,1996,Kids,1247563
Mississippi,1996,Adults,1127816
Mississippi,1996,Retired,334546
Mississippi,1997,Kids,1253502
Mississippi,1997,Adults,1142656
Mississippi,1997,Retired,335668
Mississippi,1998,Kids,1254367
Mississippi,1998,Adults,1161194
Mississippi,1998,Retired,335774
Mississippi,1999,Kids,1250925
Mississippi,1999,Adults,1182202
Mississippi,1999,Retired,335492
Missouri,1990,Kids,2252211
Missouri,1990,Adults,2156381
Missouri,1990,Retired,717778
Missouri,1991,Kids,2241424
Missouri,1991,Adults,2191733
Missouri,1991,Retired,724613
Missouri,1992,Kids,2234072
Missouri,1992,Adults,2228098
Missouri,1992,Retired,731516
Missouri,1993,Kids,2232098
Missouri,1993,Adults,2268136
Missouri,1993,Retired,737523
Missouri,1994,Kids,2229343
Missouri,1994,Adults,2311704
Missouri,1994,Retired,740159
Missouri,1995,Kids,2235107
Missouri,1995,Adults,2345762
Missouri,1995,Retired,743741
Missouri,1996,Kids,2247620
Missouri,1996,Adults,2374476
Missouri,1996,Retired,745792
Missouri,1997,Kids,2259973
Missouri,1997,Adults,2401473
Missouri,1997,Retired,745667
Missouri,1998,Kids,2265195
Missouri,1998,Adults,2426196
Missouri,1998,Retired,746171
Missouri,1999,Kids,2268851
Missouri,1999,Adults,2453803
Missouri,1999,Retired,745684
Montana,1990,Kids,349041
Montana,1990,Adults,344154
Montana,1990,Retired,106629
Montana,1991,Kids,348024
Montana,1991,Adults,351430
Montana,1991,Retired,108383
Montana,1992,Kids,352327
Montana,1992,Adults,360235
Montana,1992,Retired,109874
Montana,1993,Kids,357558
Montana,1993,Adults,370802
Montana,1993,Retired,111516
Montana,1994,Kids,360963
Montana,1994,Adults,380854
Montana,1994,Retired,113106
Montana,1995,Kids,362736
Montana,1995,Adults,391034
Montana,1995,Retired,114752
Montana,1996,Kids,363331
Montana,1996,Adults,397449
Montana,1996,Retired,115876
Montana,1997,Kids,361744
Montana,1997,Adults,400503
Montana,1997,Retired,116459
Montana,1998,Kids,361440
Montana,1998,Adults,401168
Montana,1998,Retired,116925
Montana,1999,Kids,360642
Montana,1999,Adults,404898
Montana,1999,Retired,117239
NC,1970,Kids,2785670
NC,1970,Adults,1886703
NC,1970,Retired,412038
NC,1971,Kids,2848137
NC,1971,Adults,1923932
NC,1971,Retired,431464
NC,1972,Kids,2893736
NC,1972,Adults,1960913
NC,1972,Retired,446501
NC,1973,Kids,2923396
NC,1973,Adults,2003241
NC,1973,Retired,463218
NC,1974,Kids,2950854
NC,1974,Adults,2038608
NC,1974,Retired,481450
NC,1975,Kids,2974634
NC,1975,Adults,2069202
NC,1975,Retired,503354
NC,1976,Kids,2990126
NC,1976,Adults,2094662
NC,1976,Retired,523178
NC,1977,Kids,2987857
NC,1977,Adults,2153303
NC,1977,Retired,544451
NC,1978,Kids,2988765
NC,1978,Adults,2204947
NC,1978,Retired,565780
NC,1979,Kids,2978165
NC,1979,Adults,2256850
NC,1979,Retired,588478
NC,1980,Kids,2985564
NC,1980,Adults,2305016
NC,1980,Retired,608400
NC,1981,Kids,2984040
NC,1981,Adults,2345942
NC,1981,Retired,626679
NC,1982,Kids,2983120
NC,1982,Adults,2390324
NC,1982,Retired,645697
NC,1983,Kids,2981056
NC,1983,Adults,2431418
NC,1983,Retired,664592
NC,1984,Kids,2985097
NC,1984,Adults,2495493
NC,1984,Retired,683424
NC,1985,Kids,2994498
NC,1985,Adults,2556591
NC,1985,Retired,702900
NC,1986,Kids,2988304
NC,1986,Adults,2609376
NC,1986,Retired,723902
NC,1987,Kids,2984458
NC,1987,Adults,2673624
NC,1987,Retired,745614
NC,1988,Kids,2979600
NC,1988,Adults,2736071
NC,1988,Retired,764927
NC,1989,Kids,2975544
NC,1989,Adults,2804519
NC,1989,Retired,785404
ND,1970,Kids,334165
ND,1970,Adults,217462
ND,1970,Retired,66165
ND,1971,Kids,340503
ND,1971,Adults,218354
ND,1971,Retired,67904
ND,1972,Kids,343268
ND,1972,Adults,218676
ND,1972,Retired,69174
ND,1973,Kids,343205
ND,1973,Adults,218865
ND,1973,Retired,70605
ND,1974,Kids,343580
ND,1974,Adults,219060
ND,1974,Retired,71917
ND,1975,Kids,345705
ND,1975,Adults,219708
ND,1975,Retired,73474
ND,1976,Kids,349587
ND,1976,Adults,220990
ND,1976,Retired,75220
ND,1977,Kids,349136
ND,1977,Adults,223775
ND,1977,Retired,76858
ND,1978,Kids,347541
ND,1978,Adults,225434
ND,1978,Retired,78327
ND,1979,Kids,345778
ND,1979,Adults,227505
ND,1979,Retired,79610
ND,1980,Kids,347095
ND,1980,Adults,226385
ND,1980,Retired,80900
ND,1981,Kids,347250
ND,1981,Adults,230005
ND,1981,Retired,82269
ND,1982,Kids,349210
ND,1982,Adults,236059
ND,1982,Retired,83700
ND,1983,Kids,350074
ND,1983,Adults,241711
ND,1983,Retired,84900
ND,1984,Kids,348257
ND,1984,Adults,246510
ND,1984,Retired,85731
ND,1985,Kids,341581
ND,1985,Adults,248856
ND,1985,Retired,86554
ND,1986,Kids,331951
ND,1986,Adults,249845
ND,1986,Retired,87693
ND,1987,Kids,322275
ND,1987,Adults,250212
ND,1987,Retired,88680
ND,1988,Kids,312543
ND,1988,Adults,253091
ND,1988,Retired,89639
ND,1989,Kids,302509
ND,1989,Adults,253416
ND,1989,Retired,90416
NE,1970,Kids,769106
NE,1970,Adults,533521
NE,1970,Retired,182706
NE,1971,Kids,783880
NE,1971,Adults,535378
NE,1971,Retired,185347
NE,1972,Kids,793063
NE,1972,Adults,538482
NE,1972,Retired,187467
NE,1973,Kids,796686
NE,1973,Adults,543623
NE,1973,Retired,189259
NE,1974,Kids,800600
NE,1974,Adults,546891
NE,1974,Retired,191700
NE,1975,Kids,802165
NE,1975,Adults,546652
NE,1975,Retired,194299
NE,1976,Kids,805347
NE,1976,Adults,548433
NE,1976,Retired,197129
NE,1977,Kids,801705
NE,1977,Adults,555060
NE,1977,Retired,200078
NE,1978,Kids,797504
NE,1978,Adults,564273
NE,1978,Retired,202107
NE,1979,Kids,792624
NE,1979,Adults,570537
NE,1979,Retired,204183
NE,1980,Kids,792566
NE,1980,Adults,573225
NE,1980,Retired,206505
NE,1981,Kids,788327
NE,1981,Adults,581494
NE,1981,Retired,208707
NE,1982,Kids,782695
NE,1982,Adults,588428
NE,1982,Retired,210663
NE,1983,Kids,775731
NE,1983,Adults,595907
NE,1983,Retired,212663
NE,1984,Kids,769777
NE,1984,Adults,604719
NE,1984,Retired,214133
NE,1985,Kids,759177
NE,1985,Adults,610471
NE,1985,Retired,215014
NE,1986,Kids,744431
NE,1986,Adults,613096
NE,1986,Retired,216809
NE,1987,Kids,730115
NE,1987,Adults,618068
NE,1987,Retired,218375
NE,1988,Kids,722683
NE,1988,Adults,628758
NE,1988,Retired,220023
NE,1989,Kids,716665
NE,1989,Adults,636585
NE,1989,Retired,221631
NH,1970,Kids,388689
NH,1970,Adults,270908
NH,1970,Retired,78084
NH,1971,Kids,404115
NH,1971,Adults,277030
NH,1971,Retired,80706
NH,1972,Kids,414892
NH,1972,Adults,283285
NH,1972,Retired,82929
NH,1973,Kids,423584
NH,1973,Adults,292163
NH,1973,Retired,85204
NH,1974,Kids,430402
NH,1974,Adults,298569
NH,1974,Retired,86942
NH,1975,Kids,435485
NH,1975,Adults,303048
NH,1975,Retired,90024
NH,1976,Kids,442718
NH,1976,Adults,309785
NH,1976,Retired,92745
NH,1977,Kids,449459
NH,1977,Adults,324715
NH,1977,Retired,95588
NH,1978,Kids,455350
NH,1978,Adults,337847
NH,1978,Retired,98323
NH,1979,Kids,458220
NH,1979,Adults,349865
NH,1979,Retired,100990
NH,1980,Kids,458674
NH,1980,Adults,361840
NH,1980,Retired,103736
NH,1981,Kids,458588
NH,1981,Adults,371809
NH,1981,Retired,106247
NH,1982,Kids,458833
NH,1982,Adults,380250
NH,1982,Retired,108634
NH,1983,Kids,457722
NH,1983,Adults,389582
NH,1983,Retired,110821
NH,1984,Kids,460805
NH,1984,Adults,403169
NH,1984,Retired,112890
NH,1985,Kids,464785
NH,1985,Adults,417061
NH,1985,Retired,114911
NH,1986,Kids,474210
NH,1986,Adults,433638
NH,1986,Retired,117207
NH,1987,Kids,482540
NH,1987,Adults,452451
NH,1987,Retired,119292
NH,1988,Kids,492340
NH,1988,Adults,469020
NH,1988,Retired,121216
NH,1989,Kids,497674
NH,1989,Adults,483710
NH,1989,Retired,123139
NJ,1970,Kids,3579993
NJ,1970,Adults,2897325
NJ,1970,Retired,693794
NJ,1971,Kids,3645432
NJ,1971,Adults,2926091
NJ,1971,Retired,709588
NJ,1972,Kids,3662950
NJ,1972,Adults,2950012
NJ,1972,Retired,722082
NJ,1973,Kids,3630086
NJ,1973,Adults,2966516
NJ,1973,Retired,736483
NJ,1974,Kids,3609699
NJ,1974,Adults,2970681
NJ,1974,Retired,752031
NJ,1975,Kids,3592991
NJ,1975,Adults,2972443
NJ,1975,Retired,772333
NJ,1976,Kids,3575836
NJ,1976,Adults,2972017
NJ,1976,Retired,791895
NJ,1977,Kids,3523500
NJ,1977,Adults,3003119
NJ,1977,Retired,810554
NJ,1978,Kids,3496527
NJ,1978,Adults,3025682
NJ,1978,Retired,828595
NJ,1979,Kids,3474187
NJ,1979,Adults,3045026
NJ,1979,Retired,847301
NJ,1980,Kids,3436068
NJ,1980,Adults,3075352
NJ,1980,Retired,864910
NJ,1981,Kids,3415041
NJ,1981,Adults,3110858
NJ,1981,Retired,881576
NJ,1982,Kids,3388228
NJ,1982,Adults,3140559
NJ,1982,Retired,902181
NJ,1983,Kids,3368524
NJ,1983,Adults,3177704
NJ,1983,Retired,921561
NJ,1984,Kids,3357837
NJ,1984,Adults,3221029
NJ,1984,Retired,936612
NJ,1985,Kids,3346148
NJ,1985,Adults,3263038
NJ,1985,Retired,956333
NJ,1986,Kids,3338719
NJ,1986,Adults,3310772
NJ,1986,Retired,972659
NJ,1987,Kids,3325478
NJ,1987,Adults,3354672
NJ,1987,Retired,990593
NJ,1988,Kids,3313337
NJ,1988,Adults,3397431
NJ,1988,Retired,1001566
NJ,1989,Kids,3291786
NJ,1989,Adults,3418950
NJ,1989,Retired,1015350
NM,1970,Kids,592569
NM,1970,Adults,354201
NM,1970,Retired,70285
NM,1971,Kids,612582
NM,1971,Adults,366218
NM,1971,Retired,74937
NM,1972,Kids,624826
NM,1972,Adults,374674
NM,1972,Retired,79196
NM,1973,Kids,636306
NM,1973,Adults,385889
NM,1973,Retired,83334
NM,1974,Kids,646920
NM,1974,Adults,396671
NM,1974,Retired,87717
NM,1975,Kids,660229
NM,1975,Adults,407373
NM,1975,Retired,92342
NM,1976,Kids,674407
NM,1976,Adults,418228
NM,1976,Retired,96659
NM,1977,Kids,680756
NM,1977,Adults,432895
NM,1977,Retired,102069
NM,1978,Kids,686016
NM,1978,Adults,444547
NM,1978,Retired,107472
NM,1979,Kids,704737
NM,1979,Adults,467245
NM,1979,Retired,112740
NM,1980,Kids,713674
NM,1980,Adults,478622
NM,1980,Retired,117104
NM,1981,Kids,718881
NM,1981,Adults,492488
NM,1981,Retired,121340
NM,1982,Kids,727691
NM,1982,Adults,510602
NM,1982,Retired,125501
NM,1983,Kids,734252
NM,1983,Adults,530204
NM,1983,Retired,129896
NM,1984,Kids,737289
NM,1984,Adults,545736
NM,1984,Retired,133640
NM,1985,Kids,738877
NM,1985,Adults,561442
NM,1985,Retired,138052
NM,1986,Kids,740796
NM,1986,Adults,578947
NM,1986,Retired,142984
NM,1987,Kids,738014
NM,1987,Adults,592271
NM,1987,Retired,148234
NM,1988,Kids,735117
NM,1988,Adults,602332
NM,1988,Retired,152880
NM,1989,Kids,731582
NM,1989,Adults,614203
NM,1989,Retired,158107
NV,1970,Kids,260909
NV,1970,Adults,197049
NV,1970,Retired,30780
NV,1971,Kids,275703
NV,1971,Adults,210655
NV,1971,Retired,33658
NV,1972,Kids,288335
NV,1972,Adults,222293
NV,1972,Retired,36161
NV,1973,Kids,296395
NV,1973,Adults,233768
NV,1973,Retired,38826
NV,1974,Kids,309300
NV,1974,Adults,245566
NV,1974,Retired,41957
NV,1975,Kids,318219
NV,1975,Adults,256690
NV,1975,Retired,45059
NV,1976,Kids,330807
NV,1976,Adults,267550
NV,1976,Retired,48618
NV,1977,Kids,342335
NV,1977,Adults,283067
NV,1977,Retired,52932
NV,1978,Kids,360154
NV,1978,Adults,301413
NV,1978,Retired,57869
NV,1979,Kids,381838
NV,1979,Adults,320860
NV,1979,Retired,62666
NV,1980,Kids,401420
NV,1980,Adults,341816
NV,1980,Retired,66979
NV,1981,Kids,416582
NV,1981,Adults,359423
NV,1981,Retired,71634
NV,1982,Kids,429850
NV,1982,Adults,375430
NV,1982,Retired,76265
NV,1983,Kids,434511
NV,1983,Adults,386175
NV,1983,Retired,81288
NV,1984,Kids,436866
NV,1984,Adults,401424
NV,1984,Retired,86615
NV,1985,Kids,442361
NV,1985,Adults,416443
NV,1985,Retired,92220
NV,1986,Kids,448821
NV,1986,Adults,433519
NV,1986,Retired,98313
NV,1987,Kids,461853
NV,1987,Adults,456851
NV,1987,Retired,104714
NV,1988,Kids,480636
NV,1988,Adults,482873
NV,1988,Retired,111518
NV,1989,Kids,503524
NV,1989,Adults,513652
NV,1989,Retired,120193
NY,1970,Kids,9057389
NY,1970,Adults,7232668
NY,1970,Retired,1951334
NY,1971,Kids,9151094
NY,1971,Adults,7235812
NY,1971,Retired,1971081
NY,1972,Kids,9133216
NY,1972,Adults,7220976
NY,1972,Retired,1985212
NY,1973,Kids,8991494
NY,1973,Adults,7186769
NY,1973,Retired,1998803
NY,1974,Kids,8887960
NY,1974,Adults,7141575
NY,1974,Retired,2020245
NY,1975,Kids,8825064
NY,1975,Adults,7120587
NY,1975,Retired,2057837
NY,1976,Kids,8758347
NY,1976,Adults,7101019
NY,1976,Retired,2081181
NY,1977,Kids,8583828
NY,1977,Adults,7126990
NY,1977,Retired,2101788
NY,1978,Kids,8441356
NY,1978,Adults,7118275
NY,1978,Retired,2120962
NY,1979,Kids,8316920
NY,1979,Adults,7124168
NY,1979,Retired,2142754
NY,1980,Kids,8267612
NY,1980,Adults,7132673
NY,1980,Retired,2166469
NY,1981,Kids,8202928
NY,1981,Adults,7184898
NY,1981,Retired,2179903
NY,1982,Kids,8151891
NY,1982,Adults,7235684
NY,1982,Retired,2202171
NY,1983,Kids,8146595
NY,1983,Adults,7317733
NY,1983,Retired,2222577
NY,1984,Kids,8116412
NY,1984,Adults,7392895
NY,1984,Retired,2236383
NY,1985,Kids,8079160
NY,1985,Adults,7456738
NY,1985,Retired,2255772
NY,1986,Kids,8032886
NY,1986,Adults,7522010
NY,1986,Retired,2278523
NY,1987,Kids,7976023
NY,1987,Adults,7588015
NY,1987,Retired,2304811
NY,1988,Kids,7942328
NY,1988,Adults,7682908
NY,1988,Retired,2316074
NY,1989,Kids,7892419
NY,1989,Adults,7760011
NY,1989,Retired,2330658
Nebraska,1990,Kids,710201
Nebraska,1990,Adults,647273
Nebraska,1990,Retired,223190
Nebraska,1991,Kids,707681
Nebraska,1991,Adults,658527
Nebraska,1991,Retired,224597
Nebraska,1992,Kids,704393
Nebraska,1992,Adults,672279
Nebraska,1992,Retired,225734
Nebraska,1993,Kids,702809
Nebraska,1993,Adults,682167
Nebraska,1993,Retired,227173
Nebraska,1994,Kids,702314
Nebraska,1994,Adults,691143
Nebraska,1994,Retired,228094
Nebraska,1995,Kids,704238
Nebraska,1995,Adults,701819
Nebraska,1995,Retired,229085
Nebraska,1996,Kids,707992
Nebraska,1996,Adults,710293
Nebraska,1996,Retired,229372
Nebraska,1997,Kids,711986
Nebraska,1997,Adults,714989
Nebraska,1997,Retired,229067
Nebraska,1998,Kids,714716
Nebraska,1998,Adults,717231
Nebraska,1998,Retired,228825
Nebraska,1999,Kids,716439
Nebraska,1999,Adults,721303
Nebraska,1999,Retired,228286
Nevada,1990,Kids,545359
Nevada,1990,Adults,544163
Nevada,1990,Retired,129107
Nevada,1991,Kids,561028
Nevada,1991,Adults,586074
Nevada,1991,Retired,137944
Nevada,1992,Kids,572340
Nevada,1992,Adults,611640
Nevada,1992,Retired,146714
Nevada,1993,Kids,588224
Nevada,1993,Adults,635700
Nevada,1993,Retired,156273
Nevada,1994,Kids,614281
Nevada,1994,Adults,676292
Nevada,1994,Retired,165815
Nevada,1995,Kids,637658
Nevada,1995,Adults,713653
Nevada,1995,Retired,174466
Nevada,1996,Kids,664912
Nevada,1996,Adults,747836
Nevada,1996,Retired,183728
Nevada,1997,Kids,697464
Nevada,1997,Adults,786474
